Country,Date,Sentiment Score,Positive,Negative
CN,2020-10-05,0.08031746042857142,4,3
BR,2020-10-05,0.15845170449999998,7,1
SG,2020-10-05,0.10451388891666664,11,1
BE,2020-10-05,-0.018333333399999995,3,2
BD,2020-10-05,0.1285714285714286,5,2
TH,2020-10-05,0.14378787877777777,8,1
AU,2020-10-05,0.13057165474626864,53,14
AT,2020-10-05,0.01375661377777778,8,1
LK,2020-10-05,0.3643229165,1,1
AE,2020-10-05,0.14374999991666668,10,2
ID,2020-10-05,0.036666666699999996,9,1
SA,2020-10-05,0.23692826700000003,1,1
CA,2020-10-05,0.09521641571734471,392,75
MX,2020-10-05,0.026458934555555553,15,3
SE,2020-10-05,-0.1125,7,4
KR,2020-10-05,-0.082242965375,5,3
ID,2020-10-12,0.08953349284210525,17,2
JP,2020-10-12,0.17048958330000002,7,3
IN,2020-10-12,0.1385794506666667,72,15
IE,2020-10-12,0.08187916934426231,44,17
US,2020-10-12,0.13604031375262163,1414,207
KR,2020-10-12,0.14839980160000002,12,3
IL,2020-10-12,0.1663194445,5,1
TR,2020-10-12,-0.0341666666,3,2
ZA,2020-10-12,0.13553146255,34,6
CA,2020-10-12,0.11055417952808987,366,79
BZ,2020-10-12,0.07202380950000001,1,1
BR,2020-10-12,0.015000000000000003,4,1
BE,2020-10-12,0.21511363639999997,9,1
AU,2020-10-12,0.18110334792647056,63,5
AT,2020-10-12,-0.054974489857142865,5,2
AR,2020-10-12,0.053125000000000006,3,1
AE,2020-10-12,0.07762311757142858,15,6
CI,2020-10-12,0.15625,1,1
GR,2020-10-12,0.107614087375,6,2
GH,2020-10-12,0.2093506494,4,1
GB,2020-10-12,0.1091060517923587,519,83
FR,2020-10-12,0.03730158733333333,7,2
FI,2020-10-12,-0.011893939400000006,3,2
ES,2020-10-12,0.109755478875,13,3
IT,2020-10-12,0.06139807163636364,21,1
SE,2020-10-12,-0.11150793657142856,2,5
NO,2020-10-12,0.06666666666666667,2,1
PL,2020-10-12,0.0608305382972973,29,8
SA,2020-10-12,-0.009000000000000003,6,4
MX,2020-10-12,0.18705156716666668,15,3
TT,2020-10-12,0.23863636375,3,1
NL,2020-10-12,0.07381628779999999,18,2
MY,2020-10-12,0.15184523808,21,4
MC,2020-10-12,-0.050662879,1,3
NP,2020-10-12,-0.13111111099999997,2,1
TH,2020-10-12,0.030416666599999996,9,1
PH,2020-10-12,0.25514588655421666,77,6
CO,2020-10-19,0.11979166671428573,6,1
PT,2020-10-19,0.06666666660000001,4,1
ET,2020-10-19,-0.2,1,1
DE,2020-10-19,0.06465032982142858,24,4
PL,2020-10-19,0.036111111096774194,26,5
PH,2020-10-19,0.14473864794382024,81,8
CZ,2020-10-19,-0.038888888999999996,1,1
QA,2020-10-19,0.050757575666666666,2,1
AE,2020-10-19,-0.0127278645625,11,5
AR,2020-10-19,0.06428571450000001,1,1
TH,2020-10-19,-0.062916666625,3,5
AU,2020-10-19,0.14515242251851845,71,10
CN,2020-10-19,0.138371212,11,1
SE,2020-10-19,0.07667596292307693,9,4
BS,2020-10-19,-0.07761363639999999,3,2
SA,2020-10-19,0.0019480519090909149,7,4
CA,2020-10-19,0.09077710530370364,331,74
ZA,2020-10-19,0.14276980116666665,33,3
CH,2020-10-19,-0.15693181825,2,2
BR,2020-10-19,-0.03125,3,1
GB,2020-10-19,0.11207177808201428,584,111
MX,2020-10-19,0.055772606999999995,14,7
IE,2020-10-19,0.05280231826315791,58,18
IN,2020-10-19,0.1602276059803922,82,20
NO,2020-10-19,0.24450757574999996,3,1
JP,2020-10-19,0.04104683190909091,10,1
KE,2020-10-19,0.11183766228571428,11,3
NL,2020-10-19,0.10233305545945945,31,6
MT,2020-10-19,0.08353535366666669,2,1
ID,2020-10-19,0.14665575591304347,19,4
KR,2020-10-19,0.006874999999999999,3,3
NG,2020-10-19,0.02431976006666666,12,3
US,2020-10-19,0.12779172296079502,1574,237
UG,2020-10-19,0.06535669175,3,1
IT,2020-10-19,0.04025458661904762,18,3
NZ,2020-10-19,0.024311481999999995,5,2
GR,2020-10-19,0.05542929309090909,9,2
OM,2020-10-19,-0.0374747476,3,2
MY,2020-10-19,0.2564147572926829,39,2
SA,2020-10-26,-0.018750000000000003,3,1
JP,2020-10-26,0.07891929500000001,4,3
KE,2020-10-26,-0.003787878818181807,8,3
BS,2020-10-26,-0.0272727275,1,1
OM,2020-10-26,-0.16666666666666666,2,1
KR,2020-10-26,0.026339285624999997,5,3
MC,2020-10-26,0.18484848499999998,2,1
AE,2020-10-26,0.10132891408333333,11,1
AU,2020-10-26,0.11079463883582086,57,10
MM,2020-10-26,-0.025,1,1
BE,2020-10-26,-0.0452651516,3,2
CH,2020-10-26,0.004924242249999995,3,1
DK,2020-10-26,0.08291666674999998,3,1
NL,2020-10-26,0.13934104372222222,13,5
ES,2020-10-26,0.10010695188235295,15,2
FI,2020-10-26,0.056527777749999994,3,1
FR,2020-10-26,0.186038961,6,1
GH,2020-10-26,0.074074074,5,1
GB,2020-10-26,0.11478654525506757,509,83
CA,2020-10-26,0.07364047308192767,325,90
PL,2020-10-26,0.01523929766666667,27,3
MX,2020-10-26,0.21709415580952385,18,3
ZA,2020-10-26,0.1467086834411765,31,3
IT,2020-10-26,0.09977056274285713,30,5
RU,2020-10-26,-0.0523538965,1,1
US,2020-10-26,0.13926774422071006,1471,219
IN,2020-10-26,0.15675073668817208,77,16
DE,2020-10-26,0.008638888849999998,16,4
IE,2020-10-26,0.13419270390178578,99,13
CO,2020-10-26,0.3882575758888889,8,1
NG,2020-10-26,-0.018682860370370365,22,5
ID,2020-10-26,0.13656565654545452,10,1
MY,2020-10-26,0.15700602968571425,33,2
PH,2020-10-26,0.19724288030188686,49,4
